date,district,feeder_name,availability_hrs,consumption_mwh,feeder_type,day_of_week,month,lag1_avail,lag2_avail,lag3_avail,yesterday_full
2019-01-04,AGBARA,AGBARA 33,4.0,48.6,Industrial,4,1,10.0,24.0,24.0,0
2019-01-05,AGBARA,AGBARA 33,21.0,227.00000000000006,Industrial,5,1,4.0,10.0,24.0,0
2019-01-06,AGBARA,AGBARA 33,21.0,225.50000000000006,Industrial,6,1,21.0,4.0,10.0,0
2019-01-07,AGBARA,AGBARA 33,8.0,82.6,Industrial,0,1,21.0,21.0,4.0,0
2019-01-08,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,1,8.0,21.0,21.0,0
2019-01-09,AGBARA,AGBARA 33,0.0,0.0,Industrial,2,1,0.0,8.0,21.0,0
2019-01-10,AGBARA,AGBARA 33,3.0,34.9,Industrial,3,1,0.0,0.0,8.0,0
2019-01-11,AGBARA,AGBARA 33,18.0,218.0,Industrial,4,1,3.0,0.0,0.0,0
2019-01-12,AGBARA,AGBARA 33,24.0,291.40000000000003,Industrial,5,1,18.0,3.0,0.0,0
2019-01-13,AGBARA,AGBARA 33,20.0,238.69999999999996,Industrial,6,1,24.0,18.0,3.0,1
2019-01-14,AGBARA,AGBARA 33,21.0,228.99999999999997,Industrial,0,1,20.0,24.0,18.0,0
2019-01-15,AGBARA,AGBARA 33,19.0,214.59999999999997,Industrial,1,1,21.0,20.0,24.0,0
2019-01-16,AGBARA,AGBARA 33,20.0,241.50000000000003,Industrial,2,1,19.0,21.0,20.0,0
2019-01-17,AGBARA,AGBARA 33,20.0,224.69999999999996,Industrial,3,1,20.0,19.0,21.0,0
2019-01-18,AGBARA,AGBARA 33,14.0,162.60000000000002,Industrial,4,1,20.0,20.0,19.0,0
2019-01-19,AGBARA,AGBARA 33,24.0,261.4,Industrial,5,1,14.0,20.0,20.0,0
2019-01-20,AGBARA,AGBARA 33,18.0,206.79999999999998,Industrial,6,1,24.0,14.0,20.0,1
2019-01-21,AGBARA,AGBARA 33,8.0,92.30000000000001,Industrial,0,1,18.0,24.0,14.0,0
2019-01-22,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,1,8.0,18.0,24.0,0
2019-01-23,AGBARA,AGBARA 33,9.0,99.3,Industrial,2,1,0.0,8.0,18.0,0
2019-01-24,AGBARA,AGBARA 33,9.0,104.80000000000001,Industrial,3,1,9.0,0.0,8.0,0
2019-01-25,AGBARA,AGBARA 33,5.0,55.0,Industrial,4,1,9.0,9.0,0.0,0
2019-01-26,AGBARA,AGBARA 33,18.0,204.50000000000003,Industrial,5,1,5.0,9.0,9.0,0
2019-01-27,AGBARA,AGBARA 33,21.0,255.4,Industrial,6,1,18.0,5.0,9.0,0
2019-01-28,AGBARA,AGBARA 33,20.0,228.9,Industrial,0,1,21.0,18.0,5.0,0
2019-01-29,AGBARA,AGBARA 33,12.0,132.4,Industrial,1,1,20.0,21.0,18.0,0
2019-01-30,AGBARA,AGBARA 33,2.0,18.4,Industrial,2,1,12.0,20.0,21.0,0
2019-01-31,AGBARA,AGBARA 33,5.0,56.599999999999994,Industrial,3,1,2.0,12.0,20.0,0
2019-02-01,AGBARA,AGBARA 33,24.0,101.1,Industrial,4,2,5.0,2.0,12.0,0
2019-02-02,AGBARA,AGBARA 33,20.0,222.49999999999994,Industrial,5,2,24.0,5.0,2.0,1
2019-02-03,AGBARA,AGBARA 33,24.0,298.0,Industrial,6,2,20.0,24.0,5.0,0
2019-02-04,AGBARA,AGBARA 33,24.0,294.0999999999999,Industrial,0,2,24.0,20.0,24.0,1
2019-02-05,AGBARA,AGBARA 33,11.0,131.8,Industrial,1,2,24.0,24.0,20.0,1
2019-02-06,AGBARA,AGBARA 33,18.0,208.8,Industrial,2,2,11.0,24.0,24.0,0
2019-02-07,AGBARA,AGBARA 33,6.0,0.0,Industrial,3,2,18.0,11.0,24.0,0
2019-02-08,AGBARA,AGBARA 33,24.0,220.20000000000002,Industrial,4,2,6.0,18.0,11.0,0
2019-02-09,AGBARA,AGBARA 33,17.0,215.4,Industrial,5,2,24.0,6.0,18.0,1
2019-02-10,AGBARA,AGBARA 33,15.0,175.7,Industrial,6,2,17.0,24.0,6.0,0
2019-02-11,AGBARA,AGBARA 33,11.0,124.39999999999998,Industrial,0,2,15.0,17.0,24.0,0
2019-02-12,AGBARA,AGBARA 33,21.0,175.60000000000002,Industrial,1,2,11.0,15.0,17.0,0
2019-02-13,AGBARA,AGBARA 33,17.0,201.59999999999997,Industrial,2,2,21.0,11.0,15.0,0
2019-02-14,AGBARA,AGBARA 33,11.0,139.1,Industrial,3,2,17.0,21.0,11.0,0
2019-02-15,AGBARA,AGBARA 33,6.0,71.9,Industrial,4,2,11.0,17.0,21.0,0
2019-02-16,AGBARA,AGBARA 33,10.0,111.4,Industrial,5,2,6.0,11.0,17.0,0
2019-02-17,AGBARA,AGBARA 33,14.0,147.50000000000003,Industrial,6,2,10.0,6.0,11.0,0
2019-02-18,AGBARA,AGBARA 33,14.0,186.29999999999998,Industrial,0,2,14.0,10.0,6.0,0
2019-02-19,AGBARA,AGBARA 33,9.0,120.60000000000001,Industrial,1,2,14.0,14.0,10.0,0
2019-02-20,AGBARA,AGBARA 33,11.0,134.90000000000003,Industrial,2,2,9.0,14.0,14.0,0
2019-02-21,AGBARA,AGBARA 33,9.0,122.0,Industrial,3,2,11.0,9.0,14.0,0
2019-02-22,AGBARA,AGBARA 33,12.0,159.6,Industrial,4,2,9.0,11.0,9.0,0
2019-02-23,AGBARA,AGBARA 33,9.0,104.6,Industrial,5,2,12.0,9.0,11.0,0
2019-02-24,AGBARA,AGBARA 33,10.0,101.29999999999998,Industrial,6,2,9.0,12.0,9.0,0
2019-02-25,AGBARA,AGBARA 33,0.0,0.0,Industrial,0,2,10.0,9.0,12.0,0
2019-02-26,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,2,0.0,10.0,9.0,0
2019-02-27,AGBARA,AGBARA 33,3.0,43.6,Industrial,2,2,0.0,0.0,10.0,0
2019-02-28,AGBARA,AGBARA 33,11.0,142.0,Industrial,3,2,3.0,0.0,0.0,0
2019-03-01,AGBARA,AGBARA 33,5.0,62.099999999999994,Industrial,4,3,11.0,3.0,0.0,0
2019-03-02,AGBARA,AGBARA 33,5.0,61.0,Industrial,5,3,5.0,11.0,3.0,0
2019-03-03,AGBARA,AGBARA 33,17.0,205.8,Industrial,6,3,5.0,5.0,11.0,0
2019-03-04,AGBARA,AGBARA 33,8.0,81.2,Industrial,0,3,17.0,5.0,5.0,0
2019-03-05,AGBARA,AGBARA 33,11.0,154.10000000000002,Industrial,1,3,8.0,17.0,5.0,0
2019-03-06,AGBARA,AGBARA 33,13.0,177.0,Industrial,2,3,11.0,8.0,17.0,0
2019-03-07,AGBARA,AGBARA 33,13.0,141.2,Industrial,3,3,13.0,11.0,8.0,0
2019-03-08,AGBARA,AGBARA 33,7.0,90.2,Industrial,4,3,13.0,13.0,11.0,0
2019-03-09,AGBARA,AGBARA 33,8.0,92.70000000000002,Industrial,5,3,7.0,13.0,13.0,0
2019-03-10,AGBARA,AGBARA 33,0.0,0.0,Industrial,6,3,8.0,7.0,13.0,0
2019-03-11,AGBARA,AGBARA 33,14.0,197.3,Industrial,0,3,0.0,8.0,7.0,0
2019-03-12,AGBARA,AGBARA 33,13.0,173.9,Industrial,1,3,14.0,0.0,8.0,0
2019-03-13,AGBARA,AGBARA 33,9.0,111.89999999999999,Industrial,2,3,13.0,14.0,0.0,0
2019-03-14,AGBARA,AGBARA 33,14.0,171.6,Industrial,3,3,9.0,13.0,14.0,0
2019-03-15,AGBARA,AGBARA 33,17.0,194.19999999999996,Industrial,4,3,14.0,9.0,13.0,0
2019-03-16,AGBARA,AGBARA 33,6.0,66.0,Industrial,5,3,17.0,14.0,9.0,0
2019-03-17,AGBARA,AGBARA 33,13.0,169.60000000000002,Industrial,6,3,6.0,17.0,14.0,0
2019-03-18,AGBARA,AGBARA 33,14.0,176.20000000000002,Industrial,0,3,13.0,6.0,17.0,0
2019-03-19,AGBARA,AGBARA 33,7.0,94.6,Industrial,1,3,14.0,13.0,6.0,0
2019-03-20,AGBARA,AGBARA 33,8.0,100.6,Industrial,2,3,7.0,14.0,13.0,0
2019-03-21,AGBARA,AGBARA 33,12.0,131.6,Industrial,3,3,8.0,7.0,14.0,0
2019-03-22,AGBARA,AGBARA 33,3.0,29.0,Industrial,4,3,12.0,8.0,7.0,0
2019-03-23,AGBARA,AGBARA 33,14.0,190.89999999999998,Industrial,5,3,3.0,12.0,8.0,0
2019-03-24,AGBARA,AGBARA 33,15.0,198.50000000000003,Industrial,6,3,14.0,3.0,12.0,0
2019-03-25,AGBARA,AGBARA 33,12.0,151.0,Industrial,0,3,15.0,14.0,3.0,0
2019-03-26,AGBARA,AGBARA 33,7.0,88.1,Industrial,1,3,12.0,15.0,14.0,0
2019-03-27,AGBARA,AGBARA 33,14.0,171.3,Industrial,2,3,7.0,12.0,15.0,0
2019-03-28,AGBARA,AGBARA 33,11.0,130.4,Industrial,3,3,14.0,7.0,12.0,0
2019-03-29,AGBARA,AGBARA 33,11.0,121.39999999999999,Industrial,4,3,11.0,14.0,7.0,0
2019-03-30,AGBARA,AGBARA 33,11.0,138.6,Industrial,5,3,11.0,11.0,14.0,0
2019-03-31,AGBARA,AGBARA 33,8.0,91.89999999999999,Industrial,6,3,11.0,11.0,11.0,0
2019-04-01,AGBARA,AGBARA 33,10.0,131.0,Industrial,0,4,8.0,11.0,11.0,0
2019-04-02,AGBARA,AGBARA 33,16.0,203.20000000000002,Industrial,1,4,10.0,8.0,11.0,0
2019-04-03,AGBARA,AGBARA 33,10.0,118.0,Industrial,2,4,16.0,10.0,8.0,0
2019-04-04,AGBARA,AGBARA 33,8.0,95.5,Industrial,3,4,10.0,16.0,10.0,0
2019-04-05,AGBARA,AGBARA 33,3.0,40.3,Industrial,4,4,8.0,10.0,16.0,0
2019-04-06,AGBARA,AGBARA 33,6.0,83.5,Industrial,5,4,3.0,8.0,10.0,0
2019-04-07,AGBARA,AGBARA 33,6.0,77.0,Industrial,6,4,6.0,3.0,8.0,0
2019-04-08,AGBARA,AGBARA 33,0.0,0.0,Industrial,0,4,6.0,6.0,3.0,0
2019-04-09,AGBARA,AGBARA 33,6.0,20.4,Industrial,1,4,0.0,6.0,6.0,0
2019-04-10,AGBARA,AGBARA 33,18.0,65.39999999999998,Industrial,2,4,6.0,0.0,6.0,0
2019-04-11,AGBARA,AGBARA 33,5.0,33.5,Industrial,3,4,18.0,6.0,0.0,0
2019-04-12,AGBARA,AGBARA 33,19.0,224.1,Industrial,4,4,5.0,18.0,6.0,0
2019-04-13,AGBARA,AGBARA 33,2.0,22.799999999999997,Industrial,5,4,19.0,5.0,18.0,0
2019-04-14,AGBARA,AGBARA 33,21.0,243.49999999999997,Industrial,6,4,2.0,19.0,5.0,0
2019-04-15,AGBARA,AGBARA 33,7.0,65.0,Industrial,0,4,21.0,2.0,19.0,0
2019-04-16,AGBARA,AGBARA 33,2.0,7.4,Industrial,1,4,7.0,21.0,2.0,0
2019-04-17,AGBARA,AGBARA 33,2.0,23.4,Industrial,2,4,2.0,7.0,21.0,0
2019-04-18,AGBARA,AGBARA 33,5.0,68.0,Industrial,3,4,2.0,2.0,7.0,0
2019-04-19,AGBARA,AGBARA 33,14.0,170.8,Industrial,4,4,5.0,2.0,2.0,0
2019-04-20,AGBARA,AGBARA 33,14.0,170.6,Industrial,5,4,14.0,5.0,2.0,0
2019-04-21,AGBARA,AGBARA 33,6.0,73.1,Industrial,6,4,14.0,14.0,5.0,0
2019-04-22,AGBARA,AGBARA 33,7.0,93.3,Industrial,0,4,6.0,14.0,14.0,0
2019-04-23,AGBARA,AGBARA 33,14.0,183.4,Industrial,1,4,7.0,6.0,14.0,0
2019-04-24,AGBARA,AGBARA 33,18.0,250.0,Industrial,2,4,14.0,7.0,6.0,0
2019-04-25,AGBARA,AGBARA 33,18.0,248.59999999999997,Industrial,3,4,18.0,14.0,7.0,0
2019-04-26,AGBARA,AGBARA 33,5.0,67.5,Industrial,4,4,18.0,18.0,14.0,0
2019-04-27,AGBARA,AGBARA 33,5.0,15.5,Industrial,5,4,5.0,18.0,18.0,0
2019-04-28,AGBARA,AGBARA 33,22.0,96.89999999999999,Industrial,6,4,5.0,5.0,18.0,0
2019-04-29,AGBARA,AGBARA 33,20.0,233.00000000000003,Industrial,0,4,22.0,5.0,5.0,0
2019-04-30,AGBARA,AGBARA 33,16.0,219.5,Industrial,1,4,20.0,22.0,5.0,0
2019-05-01,AGBARA,AGBARA 33,7.0,86.3,Industrial,2,5,16.0,20.0,22.0,0
2019-05-02,AGBARA,AGBARA 33,11.0,148.6,Industrial,3,5,7.0,16.0,20.0,0
2019-05-03,AGBARA,AGBARA 33,6.0,79.3,Industrial,4,5,11.0,7.0,16.0,0
2019-05-04,AGBARA,AGBARA 33,0.0,0.0,Industrial,5,5,6.0,11.0,7.0,0
2019-05-05,AGBARA,AGBARA 33,3.0,39.4,Industrial,6,5,0.0,6.0,11.0,0
2019-05-06,AGBARA,AGBARA 33,9.0,102.5,Industrial,0,5,3.0,0.0,6.0,0
2019-05-07,AGBARA,AGBARA 33,11.0,154.60000000000002,Industrial,1,5,9.0,3.0,0.0,0
2019-05-08,AGBARA,AGBARA 33,14.0,188.9,Industrial,2,5,11.0,9.0,3.0,0
2019-05-09,AGBARA,AGBARA 33,7.0,92.3,Industrial,3,5,14.0,11.0,9.0,0
2019-05-10,AGBARA,AGBARA 33,19.0,251.1,Industrial,4,5,7.0,14.0,11.0,0
2019-05-11,AGBARA,AGBARA 33,24.0,326.29999999999995,Industrial,5,5,19.0,7.0,14.0,0
2019-05-12,AGBARA,AGBARA 33,14.0,183.39999999999998,Industrial,6,5,24.0,19.0,7.0,1
2019-05-13,AGBARA,AGBARA 33,9.0,115.3,Industrial,0,5,14.0,24.0,19.0,0
2019-05-14,AGBARA,AGBARA 33,14.0,179.39999999999998,Industrial,1,5,9.0,14.0,24.0,0
2019-05-15,AGBARA,AGBARA 33,3.0,34.3,Industrial,2,5,14.0,9.0,14.0,0
2019-05-16,AGBARA,AGBARA 33,0.0,0.0,Industrial,3,5,3.0,14.0,9.0,0
2019-05-17,AGBARA,AGBARA 33,2.0,28.5,Industrial,4,5,0.0,3.0,14.0,0
2019-05-18,AGBARA,AGBARA 33,19.0,255.99999999999994,Industrial,5,5,2.0,0.0,3.0,0
2019-05-19,AGBARA,AGBARA 33,11.0,146.3,Industrial,6,5,19.0,2.0,0.0,0
2019-05-20,AGBARA,AGBARA 33,15.0,182.00000000000003,Industrial,0,5,11.0,19.0,2.0,0
2019-05-21,AGBARA,AGBARA 33,11.0,139.2,Industrial,1,5,15.0,11.0,19.0,0
2019-05-22,AGBARA,AGBARA 33,7.0,100.7,Industrial,2,5,11.0,15.0,11.0,0
2019-05-23,AGBARA,AGBARA 33,19.0,238.89999999999998,Industrial,3,5,7.0,11.0,15.0,0
2019-05-24,AGBARA,AGBARA 33,16.0,192.99999999999997,Industrial,4,5,19.0,7.0,11.0,0
2019-05-25,AGBARA,AGBARA 33,5.0,58.8,Industrial,5,5,16.0,19.0,7.0,0
2019-05-26,AGBARA,AGBARA 33,14.0,186.1,Industrial,6,5,5.0,16.0,19.0,0
2019-05-27,AGBARA,AGBARA 33,18.0,215.19999999999993,Industrial,0,5,14.0,5.0,16.0,0
2019-05-28,AGBARA,AGBARA 33,10.0,131.5,Industrial,1,5,18.0,14.0,5.0,0
2019-05-29,AGBARA,AGBARA 33,24.0,321.90000000000003,Industrial,2,5,10.0,18.0,14.0,0
2019-05-30,AGBARA,AGBARA 33,20.0,251.40000000000003,Industrial,3,5,24.0,10.0,18.0,1
2019-05-31,AGBARA,AGBARA 33,24.0,290.0000000000001,Industrial,4,5,20.0,24.0,10.0,0
2019-06-01,AGBARA,AGBARA 33,7.0,79.5,Industrial,5,6,24.0,20.0,24.0,1
2019-06-02,AGBARA,AGBARA 33,14.0,172.29999999999998,Industrial,6,6,7.0,24.0,20.0,0
2019-06-03,AGBARA,AGBARA 33,12.0,157.0,Industrial,0,6,14.0,7.0,24.0,0
2019-06-04,AGBARA,AGBARA 33,24.0,320.70000000000005,Industrial,1,6,12.0,14.0,7.0,0
2019-06-05,AGBARA,AGBARA 33,17.0,218.60000000000002,Industrial,2,6,24.0,12.0,14.0,1
2019-06-06,AGBARA,AGBARA 33,6.0,71.4,Industrial,3,6,17.0,24.0,12.0,0
2019-06-07,AGBARA,AGBARA 33,10.0,134.10000000000002,Industrial,4,6,6.0,17.0,24.0,0
2019-06-08,AGBARA,AGBARA 33,20.0,259.1,Industrial,5,6,10.0,6.0,17.0,0
2019-06-09,AGBARA,AGBARA 33,12.0,159.7,Industrial,6,6,20.0,10.0,6.0,0
2019-06-10,AGBARA,AGBARA 33,0.0,0.0,Industrial,0,6,12.0,20.0,10.0,0
2019-06-11,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,6,0.0,12.0,20.0,0
2019-06-12,AGBARA,AGBARA 33,0.0,0.0,Industrial,2,6,0.0,0.0,12.0,0
2019-06-13,AGBARA,AGBARA 33,0.0,0.0,Industrial,3,6,0.0,0.0,0.0,0
2019-06-14,AGBARA,AGBARA 33,0.0,0.0,Industrial,4,6,0.0,0.0,0.0,0
2019-06-15,AGBARA,AGBARA 33,0.0,0.0,Industrial,5,6,0.0,0.0,0.0,0
2019-06-16,AGBARA,AGBARA 33,3.0,43.900000000000006,Industrial,6,6,0.0,0.0,0.0,0
2019-06-17,AGBARA,AGBARA 33,1.0,10.8,Industrial,0,6,3.0,0.0,0.0,0
2019-06-18,AGBARA,AGBARA 33,8.0,99.89999999999999,Industrial,1,6,1.0,3.0,0.0,0
2019-06-19,AGBARA,AGBARA 33,17.0,210.1,Industrial,2,6,8.0,1.0,3.0,0
2019-06-20,AGBARA,AGBARA 33,1.0,10.5,Industrial,3,6,17.0,8.0,1.0,0
2019-06-21,AGBARA,AGBARA 33,15.0,186.7,Industrial,4,6,1.0,17.0,8.0,0
2019-06-22,AGBARA,AGBARA 33,2.0,30.1,Industrial,5,6,15.0,1.0,17.0,0
2019-06-23,AGBARA,AGBARA 33,11.0,145.8,Industrial,6,6,2.0,15.0,1.0,0
2019-06-24,AGBARA,AGBARA 33,19.0,202.40000000000003,Industrial,0,6,11.0,2.0,15.0,0
2019-06-25,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,6,19.0,11.0,2.0,0
2019-06-26,AGBARA,AGBARA 33,6.0,80.9,Industrial,2,6,0.0,19.0,11.0,0
2019-06-27,AGBARA,AGBARA 33,0.0,0.0,Industrial,3,6,6.0,0.0,19.0,0
2019-06-28,AGBARA,AGBARA 33,0.0,0.0,Industrial,4,6,0.0,6.0,0.0,0
2019-06-29,AGBARA,AGBARA 33,0.0,0.0,Industrial,5,6,0.0,0.0,6.0,0
2019-06-30,AGBARA,AGBARA 33,2.0,23.6,Industrial,6,6,0.0,0.0,0.0,0
2019-07-01,AGBARA,AGBARA 33,16.0,186.3,Industrial,0,7,2.0,0.0,0.0,0
2019-07-02,AGBARA,AGBARA 33,2.0,26.0,Industrial,1,7,16.0,2.0,0.0,0
2019-07-03,AGBARA,AGBARA 33,14.0,175.2,Industrial,2,7,2.0,16.0,2.0,0
2019-07-04,AGBARA,AGBARA 33,14.0,176.1,Industrial,3,7,14.0,2.0,16.0,0
2019-07-05,AGBARA,AGBARA 33,1.0,11.8,Industrial,4,7,14.0,14.0,2.0,0
2019-07-06,AGBARA,AGBARA 33,24.0,303.8,Industrial,5,7,1.0,14.0,14.0,0
2019-07-07,AGBARA,AGBARA 33,9.0,103.89999999999999,Industrial,6,7,24.0,1.0,14.0,1
2019-07-08,AGBARA,AGBARA 33,0.0,0.0,Industrial,0,7,9.0,24.0,1.0,0
2019-07-09,AGBARA,AGBARA 33,13.0,152.29999999999998,Industrial,1,7,0.0,9.0,24.0,0
2019-07-10,AGBARA,AGBARA 33,0.0,0.0,Industrial,2,7,13.0,0.0,9.0,0
2019-07-11,AGBARA,AGBARA 33,2.0,24.9,Industrial,3,7,0.0,13.0,0.0,0
2019-07-12,AGBARA,AGBARA 33,12.0,153.2,Industrial,4,7,2.0,0.0,13.0,0
2019-07-13,AGBARA,AGBARA 33,12.0,140.2,Industrial,5,7,12.0,2.0,0.0,0
2019-07-14,AGBARA,AGBARA 33,0.0,0.0,Industrial,6,7,12.0,12.0,2.0,0
2019-07-15,AGBARA,AGBARA 33,3.0,31.700000000000003,Industrial,0,7,0.0,12.0,12.0,0
2019-07-16,AGBARA,AGBARA 33,11.0,131.7,Industrial,1,7,3.0,0.0,12.0,0
2019-07-17,AGBARA,AGBARA 33,14.0,167.89999999999995,Industrial,2,7,11.0,3.0,0.0,0
2019-07-18,AGBARA,AGBARA 33,3.0,38.7,Industrial,3,7,14.0,11.0,3.0,0
2019-07-19,AGBARA,AGBARA 33,15.0,173.8,Industrial,4,7,3.0,14.0,11.0,0
2019-07-20,AGBARA,AGBARA 33,19.0,221.70000000000005,Industrial,5,7,15.0,3.0,14.0,0
2019-07-21,AGBARA,AGBARA 33,14.0,175.0,Industrial,6,7,19.0,15.0,3.0,0
2019-07-22,AGBARA,AGBARA 33,18.0,202.1,Industrial,0,7,14.0,19.0,15.0,0
2019-07-23,AGBARA,AGBARA 33,19.0,231.09999999999997,Industrial,1,7,18.0,14.0,19.0,0
2019-07-24,AGBARA,AGBARA 33,19.0,211.79999999999995,Industrial,2,7,19.0,18.0,14.0,0
2019-07-25,AGBARA,AGBARA 33,0.0,0.0,Industrial,3,7,19.0,19.0,18.0,0
2019-07-26,AGBARA,AGBARA 33,1.0,11.7,Industrial,4,7,0.0,19.0,19.0,0
2019-07-27,AGBARA,AGBARA 33,15.0,178.39999999999998,Industrial,5,7,1.0,0.0,19.0,0
2019-07-28,AGBARA,AGBARA 33,22.0,263.5,Industrial,6,7,15.0,1.0,0.0,0
2019-07-29,AGBARA,AGBARA 33,12.0,138.6,Industrial,0,7,22.0,15.0,1.0,0
2019-07-30,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,7,12.0,22.0,15.0,0
2019-07-31,AGBARA,AGBARA 33,0.0,0.0,Industrial,2,7,0.0,12.0,22.0,0
2019-08-01,AGBARA,AGBARA 33,0.0,0.0,Industrial,3,8,0.0,0.0,12.0,0
2019-08-02,AGBARA,AGBARA 33,11.0,122.3,Industrial,4,8,0.0,0.0,0.0,0
2019-08-03,AGBARA,AGBARA 33,24.0,303.4,Industrial,5,8,11.0,0.0,0.0,0
2019-08-04,AGBARA,AGBARA 33,24.0,285.4,Industrial,6,8,24.0,11.0,0.0,1
2019-08-05,AGBARA,AGBARA 33,20.0,247.7,Industrial,0,8,24.0,24.0,11.0,1
2019-08-06,AGBARA,AGBARA 33,9.0,26.200000000000003,Industrial,1,8,20.0,24.0,24.0,0
2019-08-07,AGBARA,AGBARA 33,21.0,49.699999999999996,Industrial,2,8,9.0,20.0,24.0,0
2019-08-08,AGBARA,AGBARA 33,17.0,53.39999999999999,Industrial,3,8,21.0,9.0,20.0,0
2019-08-09,AGBARA,AGBARA 33,6.0,84.2,Industrial,4,8,17.0,21.0,9.0,0
2019-08-10,AGBARA,AGBARA 33,22.0,272.70000000000005,Industrial,5,8,6.0,17.0,21.0,0
2019-08-11,AGBARA,AGBARA 33,22.0,260.00000000000006,Industrial,6,8,22.0,6.0,17.0,0
2019-08-12,AGBARA,AGBARA 33,24.0,285.2,Industrial,0,8,22.0,22.0,6.0,0
2019-08-13,AGBARA,AGBARA 33,24.0,293.5999999999999,Industrial,1,8,24.0,22.0,22.0,1
2019-08-14,AGBARA,AGBARA 33,24.0,284.40000000000003,Industrial,2,8,24.0,24.0,22.0,1
2019-08-15,AGBARA,AGBARA 33,8.0,103.1,Industrial,3,8,24.0,24.0,24.0,1
2019-08-16,AGBARA,AGBARA 33,20.0,247.2,Industrial,4,8,8.0,24.0,24.0,0
2019-08-17,AGBARA,AGBARA 33,21.0,255.2,Industrial,5,8,20.0,8.0,24.0,0
2019-08-18,AGBARA,AGBARA 33,21.0,261.3,Industrial,6,8,21.0,20.0,8.0,0
2019-08-19,AGBARA,AGBARA 33,21.0,234.70000000000002,Industrial,0,8,21.0,21.0,20.0,0
2019-08-20,AGBARA,AGBARA 33,7.0,77.7,Industrial,1,8,21.0,21.0,21.0,0
2019-08-21,AGBARA,AGBARA 33,22.0,269.6,Industrial,2,8,7.0,21.0,21.0,0
2019-08-22,AGBARA,AGBARA 33,14.0,165.8,Industrial,3,8,22.0,7.0,21.0,0
2019-08-23,AGBARA,AGBARA 33,10.0,114.8,Industrial,4,8,14.0,22.0,7.0,0
2019-08-24,AGBARA,AGBARA 33,0.0,0.0,Industrial,5,8,10.0,14.0,22.0,0
2019-08-25,AGBARA,AGBARA 33,17.0,218.2,Industrial,6,8,0.0,10.0,14.0,0
2019-08-26,AGBARA,AGBARA 33,22.0,262.7,Industrial,0,8,17.0,0.0,10.0,0
2019-08-27,AGBARA,AGBARA 33,24.0,296.4,Industrial,1,8,22.0,17.0,0.0,0
2019-08-28,AGBARA,AGBARA 33,22.0,259.40000000000003,Industrial,2,8,24.0,22.0,17.0,1
2019-08-29,AGBARA,AGBARA 33,22.0,275.09999999999997,Industrial,3,8,22.0,24.0,22.0,0
2019-08-30,AGBARA,AGBARA 33,7.0,78.0,Industrial,4,8,22.0,22.0,24.0,0
2019-08-31,AGBARA,AGBARA 33,0.0,0.0,Industrial,5,8,7.0,22.0,22.0,0
2019-09-01,AGBARA,AGBARA 33,7.0,20.3,Industrial,6,9,0.0,7.0,22.0,0
2019-09-02,AGBARA,AGBARA 33,2.0,4.1,Industrial,0,9,7.0,0.0,7.0,0
2019-09-03,AGBARA,AGBARA 33,9.0,28.900000000000002,Industrial,1,9,2.0,7.0,0.0,0
2019-09-04,AGBARA,AGBARA 33,4.0,9.2,Industrial,2,9,9.0,2.0,7.0,0
2019-09-05,AGBARA,AGBARA 33,1.0,12.5,Industrial,3,9,4.0,9.0,2.0,0
2019-09-06,AGBARA,AGBARA 33,20.0,258.5,Industrial,4,9,1.0,4.0,9.0,0
2019-09-07,AGBARA,AGBARA 33,15.0,177.40000000000003,Industrial,5,9,20.0,1.0,4.0,0
2019-09-08,AGBARA,AGBARA 33,22.0,272.40000000000003,Industrial,6,9,15.0,20.0,1.0,0
2019-09-09,AGBARA,AGBARA 33,16.0,185.4,Industrial,0,9,22.0,15.0,20.0,0
2019-09-10,AGBARA,AGBARA 33,0.0,0.0,Industrial,1,9,16.0,22.0,15.0,0
2019-09-11,AGBARA,AGBARA 33,1.0,11.7,Industrial,2,9,0.0,16.0,22.0,0
2019-09-12,AGBARA,AGBARA 33,6.0,71.6,Industrial,3,9,1.0,0.0,16.0,0
2019-09-13,AGBARA,AGBARA 33,8.0,23.900000000000002,Industrial,4,9,6.0,1.0,0.0,0
2019-09-14,AGBARA,AGBARA 33,19.0,47.599999999999994,Industrial,5,9,8.0,6.0,1.0,0
2019-09-15,AGBARA,AGBARA 33,24.0,55.500000000000014,Industrial,6,9,19.0,8.0,6.0,0
2019-09-16,AGBARA,AGBARA 33,16.0,79.60000000000001,Industrial,0,9,24.0,19.0,8.0,1
2019-09-17,AGBARA,AGBARA 33,13.0,163.0,Industrial,1,9,16.0,24.0,19.0,0
2019-09-18,AGBARA,AGBARA 33,2.0,20.8,Industrial,2,9,13.0,16.0,24.0,0
2019-09-19,AGBARA,AGBARA 33,4.0,41.8,Industrial,3,9,2.0,13.0,16.0,0
2019-09-20,AGBARA,AGBARA 33,18.0,218.20000000000002,Industrial,4,9,4.0,2.0,13.0,0
2019-09-21,AGBARA,AGBARA 33,19.0,218.99999999999994,Industrial,5,9,18.0,4.0,2.0,0
