date,district,feeder_name,availability_hrs,consumption_mwh,feeder_type,day_of_week,month,lag1_avail,lag2_avail,lag3_avail,yesterday_full
2020-01-03,IJORA,CAUSEWAY 2 33,24.0,132.50000000000003,Commercial,4,1,24.0,24.0,24.0,1
2020-01-04,IJORA,CAUSEWAY 2 33,24.0,115.9,Commercial,5,1,24.0,24.0,24.0,1
2020-01-05,IJORA,CAUSEWAY 2 33,24.0,114.09999999999998,Commercial,6,1,24.0,24.0,24.0,1
2020-01-06,IJORA,CAUSEWAY 2 33,24.0,120.4,Commercial,0,1,24.0,24.0,24.0,1
2020-01-07,IJORA,CAUSEWAY 2 33,24.0,137.60000000000002,Commercial,1,1,24.0,24.0,24.0,1
2020-01-08,IJORA,CAUSEWAY 2 33,24.0,137.59999999999997,Commercial,2,1,24.0,24.0,24.0,1
2020-01-09,IJORA,CAUSEWAY 2 33,24.0,163.10000000000002,Commercial,3,1,24.0,24.0,24.0,1
2020-01-10,IJORA,CAUSEWAY 2 33,23.0,161.5,Commercial,4,1,24.0,24.0,24.0,1
2020-01-11,IJORA,CAUSEWAY 2 33,24.0,161.19999999999993,Commercial,5,1,23.0,24.0,24.0,0
2020-01-12,IJORA,CAUSEWAY 2 33,24.0,175.49999999999997,Commercial,6,1,24.0,23.0,24.0,1
2020-01-13,IJORA,CAUSEWAY 2 33,21.0,153.29999999999998,Commercial,0,1,24.0,24.0,23.0,1
2020-01-14,IJORA,CAUSEWAY 2 33,23.0,127.80000000000003,Commercial,1,1,21.0,24.0,24.0,0
2020-01-15,IJORA,CAUSEWAY 2 33,24.0,181.79999999999998,Commercial,2,1,23.0,21.0,24.0,0
2020-01-16,IJORA,CAUSEWAY 2 33,6.0,38.4,Commercial,3,1,24.0,23.0,21.0,1
2020-01-17,IJORA,CAUSEWAY 2 33,17.0,108.0,Commercial,4,1,6.0,24.0,23.0,0
2020-01-18,IJORA,CAUSEWAY 2 33,24.0,169.3,Commercial,5,1,17.0,6.0,24.0,0
2020-01-19,IJORA,CAUSEWAY 2 33,22.0,145.9,Commercial,6,1,24.0,17.0,6.0,1
2020-01-20,IJORA,CAUSEWAY 2 33,24.0,163.90000000000003,Commercial,0,1,22.0,24.0,17.0,0
2020-01-21,IJORA,CAUSEWAY 2 33,21.0,146.5,Commercial,1,1,24.0,22.0,24.0,1
2020-01-22,IJORA,CAUSEWAY 2 33,24.0,184.50000000000003,Commercial,2,1,21.0,24.0,22.0,0
2020-01-23,IJORA,CAUSEWAY 2 33,22.0,159.1,Commercial,3,1,24.0,21.0,24.0,1
2020-01-24,IJORA,CAUSEWAY 2 33,24.0,176.60000000000002,Commercial,4,1,22.0,24.0,21.0,0
2020-01-25,IJORA,CAUSEWAY 2 33,24.0,165.8,Commercial,5,1,24.0,22.0,24.0,1
2020-01-26,IJORA,CAUSEWAY 2 33,23.0,145.6,Commercial,6,1,24.0,24.0,22.0,1
2020-01-27,IJORA,CAUSEWAY 2 33,18.0,127.1,Commercial,0,1,23.0,24.0,24.0,0
2020-01-28,IJORA,CAUSEWAY 2 33,23.0,161.60000000000002,Commercial,1,1,18.0,23.0,24.0,0
2020-01-29,IJORA,CAUSEWAY 2 33,24.0,164.20000000000005,Commercial,2,1,23.0,18.0,23.0,0
2020-01-30,IJORA,CAUSEWAY 2 33,17.0,125.2,Commercial,3,1,24.0,23.0,18.0,1
2020-01-31,IJORA,CAUSEWAY 2 33,23.0,173.39999999999995,Commercial,4,1,17.0,24.0,23.0,0
2020-02-01,IJORA,CAUSEWAY 2 33,24.0,170.4,Commercial,5,2,23.0,17.0,24.0,0
2020-02-02,IJORA,CAUSEWAY 2 33,24.0,160.89999999999998,Commercial,6,2,24.0,23.0,17.0,1
2020-02-03,IJORA,CAUSEWAY 2 33,21.0,134.6,Commercial,0,2,24.0,24.0,23.0,1
2020-02-04,IJORA,CAUSEWAY 2 33,7.0,0.0,Commercial,1,2,21.0,24.0,24.0,0
2020-02-05,IJORA,CAUSEWAY 2 33,14.0,98.3,Commercial,2,2,7.0,21.0,24.0,0
2020-02-06,IJORA,CAUSEWAY 2 33,22.0,170.0,Commercial,3,2,14.0,7.0,21.0,0
2020-02-07,IJORA,CAUSEWAY 2 33,24.0,141.50000000000003,Commercial,4,2,22.0,14.0,7.0,0
2020-02-08,IJORA,CAUSEWAY 2 33,24.0,180.10000000000002,Commercial,5,2,24.0,22.0,14.0,1
2020-02-09,IJORA,CAUSEWAY 2 33,24.0,164.9,Commercial,6,2,24.0,24.0,22.0,1
2020-02-10,IJORA,CAUSEWAY 2 33,24.0,189.10000000000005,Commercial,0,2,24.0,24.0,24.0,1
2020-02-11,IJORA,CAUSEWAY 2 33,23.0,178.0,Commercial,1,2,24.0,24.0,24.0,1
2020-02-12,IJORA,CAUSEWAY 2 33,22.0,172.70000000000002,Commercial,2,2,23.0,24.0,24.0,0
2020-02-13,IJORA,CAUSEWAY 2 33,24.0,175.90000000000003,Commercial,3,2,22.0,23.0,24.0,0
2020-02-14,IJORA,CAUSEWAY 2 33,24.0,179.20000000000002,Commercial,4,2,24.0,22.0,23.0,1
2020-02-15,IJORA,CAUSEWAY 2 33,24.0,180.6,Commercial,5,2,24.0,24.0,22.0,1
2020-02-16,IJORA,CAUSEWAY 2 33,24.0,166.29999999999998,Commercial,6,2,24.0,24.0,24.0,1
2020-02-17,IJORA,CAUSEWAY 2 33,23.0,147.20000000000002,Commercial,0,2,24.0,24.0,24.0,1
2020-02-18,IJORA,CAUSEWAY 2 33,22.0,165.29999999999998,Commercial,1,2,23.0,24.0,24.0,0
2020-02-19,IJORA,CAUSEWAY 2 33,24.0,188.70000000000002,Commercial,2,2,22.0,23.0,24.0,0
2020-02-20,IJORA,CAUSEWAY 2 33,13.0,77.0,Commercial,3,2,24.0,22.0,23.0,1
2020-02-21,IJORA,CAUSEWAY 2 33,13.0,59.400000000000006,Commercial,4,2,13.0,24.0,22.0,0
2020-02-22,IJORA,CAUSEWAY 2 33,21.0,101.30000000000001,Commercial,5,2,13.0,13.0,24.0,0
2020-02-23,IJORA,CAUSEWAY 2 33,24.0,151.4,Commercial,6,2,21.0,13.0,13.0,0
2020-02-24,IJORA,CAUSEWAY 2 33,22.0,156.39999999999998,Commercial,0,2,24.0,21.0,13.0,1
2020-02-25,IJORA,CAUSEWAY 2 33,24.0,159.6,Commercial,1,2,22.0,24.0,21.0,0
2020-02-26,IJORA,CAUSEWAY 2 33,12.0,89.99999999999999,Commercial,2,2,24.0,22.0,24.0,1
2020-02-27,IJORA,CAUSEWAY 2 33,3.0,25.700000000000003,Commercial,3,2,12.0,24.0,22.0,0
2020-02-28,IJORA,CAUSEWAY 2 33,14.0,111.80000000000001,Commercial,4,2,3.0,12.0,24.0,0
2020-02-29,IJORA,CAUSEWAY 2 33,24.0,184.0,Commercial,5,2,14.0,3.0,12.0,0
2020-03-01,IJORA,CAUSEWAY 2 33,24.0,191.5,Commercial,6,3,24.0,14.0,3.0,1
2020-03-02,IJORA,CAUSEWAY 2 33,14.0,108.1,Commercial,0,3,24.0,24.0,14.0,1
2020-03-03,IJORA,CAUSEWAY 2 33,21.0,50.7,Commercial,1,3,14.0,24.0,24.0,0
2020-03-04,IJORA,CAUSEWAY 2 33,23.0,118.69999999999999,Commercial,2,3,21.0,14.0,24.0,0
2020-03-05,IJORA,CAUSEWAY 2 33,22.0,113.00000000000001,Commercial,3,3,23.0,21.0,14.0,0
2020-03-06,IJORA,CAUSEWAY 2 33,23.0,107.29999999999998,Commercial,4,3,22.0,23.0,21.0,0
2020-03-07,IJORA,CAUSEWAY 2 33,22.0,78.89999999999999,Commercial,5,3,23.0,22.0,23.0,0
2020-03-08,IJORA,CAUSEWAY 2 33,24.0,77.19999999999999,Commercial,6,3,22.0,23.0,22.0,0
2020-03-09,IJORA,CAUSEWAY 2 33,21.0,84.9,Commercial,0,3,24.0,22.0,23.0,1
2020-03-10,IJORA,CAUSEWAY 2 33,24.0,82.4,Commercial,1,3,21.0,24.0,22.0,0
2020-03-11,IJORA,CAUSEWAY 2 33,14.0,63.7,Commercial,2,3,24.0,21.0,24.0,1
2020-03-12,IJORA,CAUSEWAY 2 33,18.0,99.29999999999998,Commercial,3,3,14.0,24.0,21.0,0
2020-03-13,IJORA,CAUSEWAY 2 33,22.0,140.2,Commercial,4,3,18.0,14.0,24.0,0
2020-03-14,IJORA,CAUSEWAY 2 33,23.0,106.00000000000001,Commercial,5,3,22.0,18.0,14.0,0
2020-03-15,IJORA,CAUSEWAY 2 33,24.0,156.7,Commercial,6,3,23.0,22.0,18.0,0
2020-03-16,IJORA,CAUSEWAY 2 33,24.0,178.79999999999998,Commercial,0,3,24.0,23.0,22.0,1
2020-03-17,IJORA,CAUSEWAY 2 33,23.0,126.8,Commercial,1,3,24.0,24.0,23.0,1
2020-03-18,IJORA,CAUSEWAY 2 33,23.0,146.7,Commercial,2,3,23.0,24.0,24.0,0
2020-03-19,IJORA,CAUSEWAY 2 33,24.0,175.6,Commercial,3,3,23.0,23.0,24.0,0
2020-03-20,IJORA,CAUSEWAY 2 33,24.0,137.3,Commercial,4,3,24.0,23.0,23.0,1
2020-03-21,IJORA,CAUSEWAY 2 33,24.0,193.40000000000003,Commercial,5,3,24.0,24.0,23.0,1
2020-03-22,IJORA,CAUSEWAY 2 33,24.0,170.7,Commercial,6,3,24.0,24.0,24.0,1
2020-03-23,IJORA,CAUSEWAY 2 33,22.0,156.89999999999998,Commercial,0,3,24.0,24.0,24.0,1
2020-03-24,IJORA,CAUSEWAY 2 33,1.0,7.8,Commercial,1,3,22.0,24.0,24.0,0
2020-03-25,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,2,3,1.0,22.0,24.0,0
2020-03-26,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,3,3,0.0,1.0,22.0,0
2020-03-27,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,4,3,0.0,0.0,1.0,0
2020-03-28,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,5,3,0.0,0.0,0.0,0
2020-03-29,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,6,3,0.0,0.0,0.0,0
2020-03-30,IJORA,CAUSEWAY 2 33,8.0,0.0,Commercial,0,3,0.0,0.0,0.0,0
2020-03-31,IJORA,CAUSEWAY 2 33,24.0,89.39999999999999,Commercial,1,3,8.0,0.0,0.0,0
2020-04-01,IJORA,CAUSEWAY 2 33,24.0,146.20000000000002,Commercial,2,4,24.0,8.0,0.0,1
2020-04-02,IJORA,CAUSEWAY 2 33,24.0,153.7,Commercial,3,4,24.0,24.0,8.0,1
2020-04-03,IJORA,CAUSEWAY 2 33,24.0,159.40000000000003,Commercial,4,4,24.0,24.0,24.0,1
2020-04-04,IJORA,CAUSEWAY 2 33,22.0,146.79999999999998,Commercial,5,4,24.0,24.0,24.0,1
2020-04-05,IJORA,CAUSEWAY 2 33,24.0,149.89999999999998,Commercial,6,4,22.0,24.0,24.0,0
2020-04-06,IJORA,CAUSEWAY 2 33,22.0,154.79999999999998,Commercial,0,4,24.0,22.0,24.0,1
2020-04-07,IJORA,CAUSEWAY 2 33,24.0,190.5,Commercial,1,4,22.0,24.0,22.0,0
2020-04-08,IJORA,CAUSEWAY 2 33,24.0,198.0,Commercial,2,4,24.0,22.0,24.0,1
2020-04-09,IJORA,CAUSEWAY 2 33,24.0,205.9,Commercial,3,4,24.0,24.0,22.0,1
2020-04-10,IJORA,CAUSEWAY 2 33,24.0,176.1,Commercial,4,4,24.0,24.0,24.0,1
2020-04-11,IJORA,CAUSEWAY 2 33,24.0,195.8,Commercial,5,4,24.0,24.0,24.0,1
2020-04-12,IJORA,CAUSEWAY 2 33,19.0,147.7,Commercial,6,4,24.0,24.0,24.0,1
2020-04-13,IJORA,CAUSEWAY 2 33,24.0,187.79999999999993,Commercial,0,4,19.0,24.0,24.0,0
2020-04-14,IJORA,CAUSEWAY 2 33,24.0,205.79999999999998,Commercial,1,4,24.0,19.0,24.0,1
2020-04-15,IJORA,CAUSEWAY 2 33,24.0,200.2,Commercial,2,4,24.0,24.0,19.0,1
2020-04-16,IJORA,CAUSEWAY 2 33,24.0,108.6,Commercial,3,4,24.0,24.0,24.0,1
2020-04-17,IJORA,CAUSEWAY 2 33,24.0,187.00000000000003,Commercial,4,4,24.0,24.0,24.0,1
2020-04-18,IJORA,CAUSEWAY 2 33,24.0,215.1,Commercial,5,4,24.0,24.0,24.0,1
2020-04-19,IJORA,CAUSEWAY 2 33,24.0,204.20000000000002,Commercial,6,4,24.0,24.0,24.0,1
2020-04-20,IJORA,CAUSEWAY 2 33,24.0,198.90000000000003,Commercial,0,4,24.0,24.0,24.0,1
2020-04-21,IJORA,CAUSEWAY 2 33,24.0,224.30000000000004,Commercial,1,4,24.0,24.0,24.0,1
2020-04-22,IJORA,CAUSEWAY 2 33,24.0,163.20000000000002,Commercial,2,4,24.0,24.0,24.0,1
2020-04-23,IJORA,CAUSEWAY 2 33,24.0,204.20000000000002,Commercial,3,4,24.0,24.0,24.0,1
2020-04-24,IJORA,CAUSEWAY 2 33,20.0,153.5,Commercial,4,4,24.0,24.0,24.0,1
2020-04-25,IJORA,CAUSEWAY 2 33,24.0,202.49999999999997,Commercial,5,4,20.0,24.0,24.0,0
2020-04-26,IJORA,CAUSEWAY 2 33,12.0,95.7,Commercial,6,4,24.0,20.0,24.0,1
2020-04-27,IJORA,CAUSEWAY 2 33,14.0,96.50000000000001,Commercial,0,4,12.0,24.0,20.0,0
2020-04-28,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,1,4,14.0,12.0,24.0,0
2020-04-29,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,2,4,0.0,14.0,12.0,0
2020-04-30,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,3,4,0.0,0.0,14.0,0
2020-05-01,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,4,5,0.0,0.0,0.0,0
2020-05-02,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,5,5,0.0,0.0,0.0,0
2020-05-03,IJORA,CAUSEWAY 2 33,16.0,125.30000000000001,Commercial,6,5,0.0,0.0,0.0,0
2020-05-04,IJORA,CAUSEWAY 2 33,24.0,175.50000000000003,Commercial,0,5,16.0,0.0,0.0,0
2020-05-05,IJORA,CAUSEWAY 2 33,24.0,169.40000000000003,Commercial,1,5,24.0,16.0,0.0,1
2020-05-06,IJORA,CAUSEWAY 2 33,20.0,172.3,Commercial,2,5,24.0,24.0,16.0,1
2020-05-07,IJORA,CAUSEWAY 2 33,24.0,211.3,Commercial,3,5,20.0,24.0,24.0,0
2020-05-08,IJORA,CAUSEWAY 2 33,24.0,228.70000000000002,Commercial,4,5,24.0,20.0,24.0,1
2020-05-09,IJORA,CAUSEWAY 2 33,24.0,210.8,Commercial,5,5,24.0,24.0,20.0,1
2020-05-10,IJORA,CAUSEWAY 2 33,23.0,172.49999999999997,Commercial,6,5,24.0,24.0,24.0,1
2020-05-11,IJORA,CAUSEWAY 2 33,24.0,181.79999999999998,Commercial,0,5,23.0,24.0,24.0,0
2020-05-12,IJORA,CAUSEWAY 2 33,24.0,225.29999999999998,Commercial,1,5,24.0,23.0,24.0,1
2020-05-13,IJORA,CAUSEWAY 2 33,22.0,160.7,Commercial,2,5,24.0,24.0,23.0,1
2020-05-14,IJORA,CAUSEWAY 2 33,21.0,97.60000000000001,Commercial,3,5,22.0,24.0,24.0,0
2020-05-15,IJORA,CAUSEWAY 2 33,24.0,98.99999999999999,Commercial,4,5,21.0,22.0,24.0,0
2020-05-16,IJORA,CAUSEWAY 2 33,22.0,165.4,Commercial,5,5,24.0,21.0,22.0,1
2020-05-17,IJORA,CAUSEWAY 2 33,22.0,185.89999999999995,Commercial,6,5,22.0,24.0,21.0,0
2020-05-18,IJORA,CAUSEWAY 2 33,22.0,127.59999999999998,Commercial,0,5,22.0,22.0,24.0,0
2020-05-19,IJORA,CAUSEWAY 2 33,21.0,175.8,Commercial,1,5,22.0,22.0,22.0,0
2020-05-20,IJORA,CAUSEWAY 2 33,24.0,201.7,Commercial,2,5,21.0,22.0,22.0,0
2020-05-21,IJORA,CAUSEWAY 2 33,24.0,189.89999999999995,Commercial,3,5,24.0,21.0,22.0,1
2020-05-22,IJORA,CAUSEWAY 2 33,24.0,171.20000000000002,Commercial,4,5,24.0,24.0,21.0,1
2020-05-23,IJORA,CAUSEWAY 2 33,22.0,162.89999999999998,Commercial,5,5,24.0,24.0,24.0,1
2020-05-24,IJORA,CAUSEWAY 2 33,17.0,135.2,Commercial,6,5,22.0,24.0,24.0,0
2020-05-25,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,0,5,17.0,22.0,24.0,0
2020-05-26,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,1,5,0.0,17.0,22.0,0
2020-05-27,IJORA,CAUSEWAY 2 33,24.0,49.400000000000006,Commercial,2,5,0.0,0.0,17.0,0
2020-05-28,IJORA,CAUSEWAY 2 33,24.0,164.5,Commercial,3,5,24.0,0.0,0.0,1
2020-05-29,IJORA,CAUSEWAY 2 33,23.0,180.70000000000002,Commercial,4,5,24.0,24.0,0.0,1
2020-05-30,IJORA,CAUSEWAY 2 33,24.0,174.70000000000005,Commercial,5,5,23.0,24.0,24.0,0
2020-05-31,IJORA,CAUSEWAY 2 33,23.0,157.00000000000003,Commercial,6,5,24.0,23.0,24.0,1
2020-06-01,IJORA,CAUSEWAY 2 33,22.0,152.89999999999998,Commercial,0,6,23.0,24.0,23.0,0
2020-06-02,IJORA,CAUSEWAY 2 33,14.0,61.3,Commercial,1,6,22.0,23.0,24.0,0
2020-06-03,IJORA,CAUSEWAY 2 33,24.0,157.20000000000002,Commercial,2,6,14.0,22.0,23.0,0
2020-06-04,IJORA,CAUSEWAY 2 33,24.0,190.00000000000003,Commercial,3,6,24.0,14.0,22.0,1
2020-06-05,IJORA,CAUSEWAY 2 33,24.0,179.99999999999997,Commercial,4,6,24.0,24.0,14.0,1
2020-06-06,IJORA,CAUSEWAY 2 33,24.0,144.00000000000003,Commercial,5,6,24.0,24.0,24.0,1
2020-06-07,IJORA,CAUSEWAY 2 33,24.0,156.3,Commercial,6,6,24.0,24.0,24.0,1
2020-06-08,IJORA,CAUSEWAY 2 33,19.0,160.6,Commercial,0,6,24.0,24.0,24.0,1
2020-06-09,IJORA,CAUSEWAY 2 33,24.0,155.4,Commercial,1,6,19.0,24.0,24.0,0
2020-06-10,IJORA,CAUSEWAY 2 33,24.0,170.20000000000002,Commercial,2,6,24.0,19.0,24.0,1
2020-06-11,IJORA,CAUSEWAY 2 33,24.0,186.3,Commercial,3,6,24.0,24.0,19.0,1
2020-06-12,IJORA,CAUSEWAY 2 33,18.0,139.89999999999998,Commercial,4,6,24.0,24.0,24.0,1
2020-06-13,IJORA,CAUSEWAY 2 33,24.0,184.79999999999998,Commercial,5,6,18.0,24.0,24.0,0
2020-06-14,IJORA,CAUSEWAY 2 33,22.0,169.3,Commercial,6,6,24.0,18.0,24.0,1
2020-06-15,IJORA,CAUSEWAY 2 33,24.0,171.29999999999998,Commercial,0,6,22.0,24.0,18.0,0
2020-06-16,IJORA,CAUSEWAY 2 33,24.0,178.79999999999998,Commercial,1,6,24.0,22.0,24.0,1
2020-06-17,IJORA,CAUSEWAY 2 33,24.0,135.2,Commercial,2,6,24.0,24.0,22.0,1
2020-06-18,IJORA,CAUSEWAY 2 33,22.0,99.60000000000001,Commercial,3,6,24.0,24.0,24.0,1
2020-06-19,IJORA,CAUSEWAY 2 33,24.0,141.79999999999998,Commercial,4,6,22.0,24.0,24.0,0
2020-06-20,IJORA,CAUSEWAY 2 33,24.0,128.1,Commercial,5,6,24.0,22.0,24.0,1
2020-06-21,IJORA,CAUSEWAY 2 33,14.0,76.60000000000001,Commercial,6,6,24.0,24.0,22.0,1
2020-06-22,IJORA,CAUSEWAY 2 33,22.0,74.0,Commercial,0,6,14.0,24.0,24.0,0
2020-06-23,IJORA,CAUSEWAY 2 33,24.0,81.20000000000002,Commercial,1,6,22.0,14.0,24.0,0
2020-06-24,IJORA,CAUSEWAY 2 33,16.0,75.49999999999999,Commercial,2,6,24.0,22.0,14.0,1
2020-06-25,IJORA,CAUSEWAY 2 33,6.0,0.0,Commercial,3,6,16.0,24.0,22.0,0
2020-06-26,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,4,6,6.0,16.0,24.0,0
2020-06-27,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,5,6,0.0,6.0,16.0,0
2020-06-28,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,6,6,0.0,0.0,6.0,0
2020-06-29,IJORA,CAUSEWAY 2 33,4.0,0.0,Commercial,0,6,0.0,0.0,0.0,0
2020-06-30,IJORA,CAUSEWAY 2 33,23.0,0.0,Commercial,1,6,4.0,0.0,0.0,0
2020-07-01,IJORA,CAUSEWAY 2 33,6.0,0.0,Commercial,2,7,23.0,4.0,0.0,0
2020-07-02,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,3,7,6.0,23.0,4.0,0
2020-07-03,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,4,7,0.0,6.0,23.0,0
2020-07-04,IJORA,CAUSEWAY 2 33,0.0,0.0,Commercial,5,7,0.0,0.0,6.0,0
2020-07-05,IJORA,CAUSEWAY 2 33,6.0,62.0,Commercial,6,7,0.0,0.0,0.0,0
2020-07-06,IJORA,CAUSEWAY 2 33,23.0,166.30000000000004,Commercial,0,7,6.0,0.0,0.0,0
2020-07-07,IJORA,CAUSEWAY 2 33,22.0,175.4,Commercial,1,7,23.0,6.0,0.0,0
2020-07-08,IJORA,CAUSEWAY 2 33,24.0,168.1,Commercial,2,7,22.0,23.0,6.0,0
2020-07-09,IJORA,CAUSEWAY 2 33,24.0,146.29999999999998,Commercial,3,7,24.0,22.0,23.0,1
2020-07-10,IJORA,CAUSEWAY 2 33,24.0,145.9,Commercial,4,7,24.0,24.0,22.0,1
2020-07-11,IJORA,CAUSEWAY 2 33,24.0,138.9,Commercial,5,7,24.0,24.0,24.0,1
2020-07-12,IJORA,CAUSEWAY 2 33,23.0,122.19999999999999,Commercial,6,7,24.0,24.0,24.0,1
2020-07-13,IJORA,CAUSEWAY 2 33,22.0,132.39999999999998,Commercial,0,7,23.0,24.0,24.0,0
2020-07-14,IJORA,CAUSEWAY 2 33,23.0,128.60000000000002,Commercial,1,7,22.0,23.0,24.0,0
2020-07-15,IJORA,CAUSEWAY 2 33,24.0,141.79000000000002,Commercial,2,7,23.0,22.0,23.0,0
2020-07-16,IJORA,CAUSEWAY 2 33,24.0,149.10000000000002,Commercial,3,7,24.0,23.0,22.0,1
2020-07-17,IJORA,CAUSEWAY 2 33,24.0,151.9,Commercial,4,7,24.0,24.0,23.0,1
2020-07-18,IJORA,CAUSEWAY 2 33,21.0,147.50000000000003,Commercial,5,7,24.0,24.0,24.0,1
2020-07-19,IJORA,CAUSEWAY 2 33,24.0,136.70000000000002,Commercial,6,7,21.0,24.0,24.0,0
2020-07-20,IJORA,CAUSEWAY 2 33,24.0,127.8,Commercial,0,7,24.0,21.0,24.0,1
2020-07-21,IJORA,CAUSEWAY 2 33,24.0,169.3,Commercial,1,7,24.0,24.0,21.0,1
2020-07-22,IJORA,CAUSEWAY 2 33,21.0,59.49999999999999,Commercial,2,7,24.0,24.0,24.0,1
2020-07-23,IJORA,CAUSEWAY 2 33,24.0,142.7,Commercial,3,7,21.0,24.0,24.0,0
2020-07-24,IJORA,CAUSEWAY 2 33,24.0,147.4,Commercial,4,7,24.0,21.0,24.0,1
2020-07-25,IJORA,CAUSEWAY 2 33,24.0,106.8,Commercial,5,7,24.0,24.0,21.0,1
2020-07-26,IJORA,CAUSEWAY 2 33,9.0,38.9,Commercial,6,7,24.0,24.0,24.0,1
2020-07-27,IJORA,CAUSEWAY 2 33,10.0,47.50000000000001,Commercial,0,7,9.0,24.0,24.0,0
2020-07-28,IJORA,CAUSEWAY 2 33,23.0,108.69999999999999,Commercial,1,7,10.0,9.0,24.0,0
2020-07-29,IJORA,CAUSEWAY 2 33,24.0,162.79999999999998,Commercial,2,7,23.0,10.0,9.0,0
2020-07-30,IJORA,CAUSEWAY 2 33,24.0,149.89999999999998,Commercial,3,7,24.0,23.0,10.0,1
2020-07-31,IJORA,CAUSEWAY 2 33,24.0,96.7,Commercial,4,7,24.0,24.0,23.0,1
2020-08-01,IJORA,CAUSEWAY 2 33,21.0,106.10000000000001,Commercial,5,8,24.0,24.0,24.0,1
2020-08-02,IJORA,CAUSEWAY 2 33,24.0,138.3,Commercial,6,8,21.0,24.0,24.0,0
2020-08-03,IJORA,CAUSEWAY 2 33,24.0,147.0,Commercial,0,8,24.0,21.0,24.0,1
2020-08-04,IJORA,CAUSEWAY 2 33,24.0,151.60000000000002,Commercial,1,8,24.0,24.0,21.0,1
2020-08-05,IJORA,CAUSEWAY 2 33,23.0,145.79999999999998,Commercial,2,8,24.0,24.0,24.0,1
2020-08-06,IJORA,CAUSEWAY 2 33,24.0,115.30999999999999,Commercial,3,8,23.0,24.0,24.0,0
2020-08-07,IJORA,CAUSEWAY 2 33,24.0,140.29999999999998,Commercial,4,8,24.0,23.0,24.0,1
2020-08-08,IJORA,CAUSEWAY 2 33,24.0,147.0,Commercial,5,8,24.0,24.0,23.0,1
2020-08-09,IJORA,CAUSEWAY 2 33,24.0,133.4,Commercial,6,8,24.0,24.0,24.0,1
2020-08-10,IJORA,CAUSEWAY 2 33,24.0,139.5,Commercial,0,8,24.0,24.0,24.0,1
2020-08-11,IJORA,CAUSEWAY 2 33,24.0,149.50000000000003,Commercial,1,8,24.0,24.0,24.0,1
2020-08-12,IJORA,CAUSEWAY 2 33,24.0,135.2,Commercial,2,8,24.0,24.0,24.0,1
2020-08-13,IJORA,CAUSEWAY 2 33,22.0,153.50000000000003,Commercial,3,8,24.0,24.0,24.0,1
2020-08-14,IJORA,CAUSEWAY 2 33,24.0,152.89999999999998,Commercial,4,8,22.0,24.0,24.0,0
2020-08-15,IJORA,CAUSEWAY 2 33,24.0,105.30000000000001,Commercial,5,8,24.0,22.0,24.0,1
2020-08-16,IJORA,CAUSEWAY 2 33,24.0,131.0,Commercial,6,8,24.0,24.0,22.0,1
2020-08-17,IJORA,CAUSEWAY 2 33,24.0,151.4,Commercial,0,8,24.0,24.0,24.0,1
2020-08-18,IJORA,CAUSEWAY 2 33,24.0,163.2,Commercial,1,8,24.0,24.0,24.0,1
2020-08-19,IJORA,CAUSEWAY 2 33,24.0,198.1,Commercial,2,8,24.0,24.0,24.0,1
2020-08-20,IJORA,CAUSEWAY 2 33,22.0,145.29999999999998,Commercial,3,8,24.0,24.0,24.0,1
2020-08-21,IJORA,CAUSEWAY 2 33,24.0,165.7,Commercial,4,8,22.0,24.0,24.0,0
2020-08-22,IJORA,CAUSEWAY 2 33,24.0,144.00999999999996,Commercial,5,8,24.0,22.0,24.0,1
2020-08-23,IJORA,CAUSEWAY 2 33,24.0,137.4,Commercial,6,8,24.0,24.0,22.0,1
2020-08-24,IJORA,CAUSEWAY 2 33,24.0,163.00000000000003,Commercial,0,8,24.0,24.0,24.0,1
2020-08-25,IJORA,CAUSEWAY 2 33,24.0,151.29999999999998,Commercial,1,8,24.0,24.0,24.0,1
2020-08-26,IJORA,CAUSEWAY 2 33,24.0,146.70000000000002,Commercial,2,8,24.0,24.0,24.0,1
2020-08-27,IJORA,CAUSEWAY 2 33,24.0,45.7,Commercial,3,8,24.0,24.0,24.0,1
2020-08-28,IJORA,CAUSEWAY 2 33,24.0,0.0,Commercial,4,8,24.0,24.0,24.0,1
2020-08-29,IJORA,CAUSEWAY 2 33,24.0,0.0,Commercial,5,8,24.0,24.0,24.0,1
