date,feeder_name,availability_hrs,consumption_mwh,feeder_type,day_of_week,month,is_weekend,lag1_avail
2019-01-02,AGBARA 33,24.0,267.0,Industrial,Wednesday,1,0,24.0
2019-01-03,AGBARA 33,10.0,104.2,Industrial,Thursday,1,0,24.0
2019-01-04,AGBARA 33,4.0,48.6,Industrial,Friday,1,0,10.0
2019-01-05,AGBARA 33,21.0,227.00000000000006,Industrial,Saturday,1,1,4.0
2019-01-06,AGBARA 33,21.0,225.50000000000006,Industrial,Sunday,1,1,21.0
2019-01-07,AGBARA 33,8.0,82.6,Industrial,Monday,1,0,21.0
2019-01-08,AGBARA 33,0.0,0.0,Industrial,Tuesday,1,0,8.0
2019-01-09,AGBARA 33,0.0,0.0,Industrial,Wednesday,1,0,0.0
2019-01-10,AGBARA 33,3.0,34.9,Industrial,Thursday,1,0,0.0
2019-01-11,AGBARA 33,18.0,218.0,Industrial,Friday,1,0,3.0
2019-01-12,AGBARA 33,24.0,291.40000000000003,Industrial,Saturday,1,1,18.0
2019-01-13,AGBARA 33,20.0,238.69999999999996,Industrial,Sunday,1,1,24.0
2019-01-14,AGBARA 33,21.0,228.99999999999997,Industrial,Monday,1,0,20.0
2019-01-15,AGBARA 33,19.0,214.59999999999997,Industrial,Tuesday,1,0,21.0
2019-01-16,AGBARA 33,20.0,241.50000000000003,Industrial,Wednesday,1,0,19.0
2019-01-17,AGBARA 33,20.0,224.69999999999996,Industrial,Thursday,1,0,20.0
2019-01-18,AGBARA 33,14.0,162.60000000000002,Industrial,Friday,1,0,20.0
2019-01-19,AGBARA 33,24.0,261.4,Industrial,Saturday,1,1,14.0
2019-01-20,AGBARA 33,18.0,206.79999999999998,Industrial,Sunday,1,1,24.0
2019-01-21,AGBARA 33,8.0,92.30000000000001,Industrial,Monday,1,0,18.0
2019-01-22,AGBARA 33,0.0,0.0,Industrial,Tuesday,1,0,8.0
2019-01-23,AGBARA 33,9.0,99.3,Industrial,Wednesday,1,0,0.0
2019-01-24,AGBARA 33,9.0,104.80000000000001,Industrial,Thursday,1,0,9.0
2019-01-25,AGBARA 33,5.0,55.0,Industrial,Friday,1,0,9.0
2019-01-26,AGBARA 33,18.0,204.50000000000003,Industrial,Saturday,1,1,5.0
2019-01-27,AGBARA 33,21.0,255.4,Industrial,Sunday,1,1,18.0
2019-01-28,AGBARA 33,20.0,228.9,Industrial,Monday,1,0,21.0
2019-01-29,AGBARA 33,12.0,132.4,Industrial,Tuesday,1,0,20.0
2019-01-30,AGBARA 33,2.0,18.4,Industrial,Wednesday,1,0,12.0
2019-01-31,AGBARA 33,5.0,56.599999999999994,Industrial,Thursday,1,0,2.0
2019-02-01,AGBARA 33,24.0,101.1,Industrial,Friday,2,0,5.0
2019-02-02,AGBARA 33,20.0,222.49999999999994,Industrial,Saturday,2,1,24.0
2019-02-03,AGBARA 33,24.0,298.0,Industrial,Sunday,2,1,20.0
2019-02-04,AGBARA 33,24.0,294.0999999999999,Industrial,Monday,2,0,24.0
2019-02-05,AGBARA 33,11.0,131.8,Industrial,Tuesday,2,0,24.0
2019-02-06,AGBARA 33,18.0,208.8,Industrial,Wednesday,2,0,11.0
2019-02-07,AGBARA 33,6.0,0.0,Industrial,Thursday,2,0,18.0
2019-02-08,AGBARA 33,24.0,220.20000000000002,Industrial,Friday,2,0,6.0
2019-02-09,AGBARA 33,17.0,215.4,Industrial,Saturday,2,1,24.0
2019-02-10,AGBARA 33,15.0,175.7,Industrial,Sunday,2,1,17.0
2019-02-11,AGBARA 33,11.0,124.39999999999998,Industrial,Monday,2,0,15.0
2019-02-12,AGBARA 33,21.0,175.60000000000002,Industrial,Tuesday,2,0,11.0
2019-02-13,AGBARA 33,17.0,201.59999999999997,Industrial,Wednesday,2,0,21.0
2019-02-14,AGBARA 33,11.0,139.1,Industrial,Thursday,2,0,17.0
2019-02-15,AGBARA 33,6.0,71.9,Industrial,Friday,2,0,11.0
2019-02-16,AGBARA 33,10.0,111.4,Industrial,Saturday,2,1,6.0
2019-02-17,AGBARA 33,14.0,147.50000000000003,Industrial,Sunday,2,1,10.0
2019-02-18,AGBARA 33,14.0,186.29999999999998,Industrial,Monday,2,0,14.0
2019-02-19,AGBARA 33,9.0,120.60000000000001,Industrial,Tuesday,2,0,14.0
2019-02-20,AGBARA 33,11.0,134.90000000000003,Industrial,Wednesday,2,0,9.0
2019-02-21,AGBARA 33,9.0,122.0,Industrial,Thursday,2,0,11.0
2019-02-22,AGBARA 33,12.0,159.6,Industrial,Friday,2,0,9.0
2019-02-23,AGBARA 33,9.0,104.6,Industrial,Saturday,2,1,12.0
2019-02-24,AGBARA 33,10.0,101.29999999999998,Industrial,Sunday,2,1,9.0
2019-02-25,AGBARA 33,0.0,0.0,Industrial,Monday,2,0,10.0
2019-02-26,AGBARA 33,0.0,0.0,Industrial,Tuesday,2,0,0.0
2019-02-27,AGBARA 33,3.0,43.6,Industrial,Wednesday,2,0,0.0
2019-02-28,AGBARA 33,11.0,142.0,Industrial,Thursday,2,0,3.0
2019-03-01,AGBARA 33,5.0,62.099999999999994,Industrial,Friday,3,0,11.0
2019-03-02,AGBARA 33,5.0,61.0,Industrial,Saturday,3,1,5.0
2019-03-03,AGBARA 33,17.0,205.8,Industrial,Sunday,3,1,5.0
2019-03-04,AGBARA 33,8.0,81.2,Industrial,Monday,3,0,17.0
2019-03-05,AGBARA 33,11.0,154.10000000000002,Industrial,Tuesday,3,0,8.0
2019-03-06,AGBARA 33,13.0,177.0,Industrial,Wednesday,3,0,11.0
2019-03-07,AGBARA 33,13.0,141.2,Industrial,Thursday,3,0,13.0
2019-03-08,AGBARA 33,7.0,90.2,Industrial,Friday,3,0,13.0
2019-03-09,AGBARA 33,8.0,92.70000000000002,Industrial,Saturday,3,1,7.0
2019-03-10,AGBARA 33,0.0,0.0,Industrial,Sunday,3,1,8.0
2019-03-11,AGBARA 33,14.0,197.3,Industrial,Monday,3,0,0.0
2019-03-12,AGBARA 33,13.0,173.9,Industrial,Tuesday,3,0,14.0
2019-03-13,AGBARA 33,9.0,111.89999999999999,Industrial,Wednesday,3,0,13.0
2019-03-14,AGBARA 33,14.0,171.6,Industrial,Thursday,3,0,9.0
2019-03-15,AGBARA 33,17.0,194.19999999999996,Industrial,Friday,3,0,14.0
2019-03-16,AGBARA 33,6.0,66.0,Industrial,Saturday,3,1,17.0
2019-03-17,AGBARA 33,13.0,169.60000000000002,Industrial,Sunday,3,1,6.0
2019-03-18,AGBARA 33,14.0,176.20000000000002,Industrial,Monday,3,0,13.0
2019-03-19,AGBARA 33,7.0,94.6,Industrial,Tuesday,3,0,14.0
2019-03-20,AGBARA 33,8.0,100.6,Industrial,Wednesday,3,0,7.0
2019-03-21,AGBARA 33,12.0,131.6,Industrial,Thursday,3,0,8.0
2019-03-22,AGBARA 33,3.0,29.0,Industrial,Friday,3,0,12.0
2019-03-23,AGBARA 33,14.0,190.89999999999998,Industrial,Saturday,3,1,3.0
2019-03-24,AGBARA 33,15.0,198.50000000000003,Industrial,Sunday,3,1,14.0
2019-03-25,AGBARA 33,12.0,151.0,Industrial,Monday,3,0,15.0
2019-03-26,AGBARA 33,7.0,88.1,Industrial,Tuesday,3,0,12.0
2019-03-27,AGBARA 33,14.0,171.3,Industrial,Wednesday,3,0,7.0
2019-03-28,AGBARA 33,11.0,130.4,Industrial,Thursday,3,0,14.0
2019-03-29,AGBARA 33,11.0,121.39999999999999,Industrial,Friday,3,0,11.0
2019-03-30,AGBARA 33,11.0,138.6,Industrial,Saturday,3,1,11.0
2019-03-31,AGBARA 33,8.0,91.89999999999999,Industrial,Sunday,3,1,11.0
2019-04-01,AGBARA 33,10.0,131.0,Industrial,Monday,4,0,8.0
2019-04-02,AGBARA 33,16.0,203.20000000000002,Industrial,Tuesday,4,0,10.0
2019-04-03,AGBARA 33,10.0,118.0,Industrial,Wednesday,4,0,16.0
2019-04-04,AGBARA 33,8.0,95.5,Industrial,Thursday,4,0,10.0
2019-04-05,AGBARA 33,3.0,40.3,Industrial,Friday,4,0,8.0
2019-04-06,AGBARA 33,6.0,83.5,Industrial,Saturday,4,1,3.0
2019-04-07,AGBARA 33,6.0,77.0,Industrial,Sunday,4,1,6.0
2019-04-08,AGBARA 33,0.0,0.0,Industrial,Monday,4,0,6.0
2019-04-09,AGBARA 33,6.0,20.4,Industrial,Tuesday,4,0,0.0
2019-04-10,AGBARA 33,18.0,65.39999999999998,Industrial,Wednesday,4,0,6.0
2019-04-11,AGBARA 33,5.0,33.5,Industrial,Thursday,4,0,18.0
2019-04-12,AGBARA 33,19.0,224.1,Industrial,Friday,4,0,5.0
2019-04-13,AGBARA 33,2.0,22.799999999999997,Industrial,Saturday,4,1,19.0
2019-04-14,AGBARA 33,21.0,243.49999999999997,Industrial,Sunday,4,1,2.0
2019-04-15,AGBARA 33,7.0,65.0,Industrial,Monday,4,0,21.0
2019-04-16,AGBARA 33,2.0,7.4,Industrial,Tuesday,4,0,7.0
2019-04-17,AGBARA 33,2.0,23.4,Industrial,Wednesday,4,0,2.0
2019-04-18,AGBARA 33,5.0,68.0,Industrial,Thursday,4,0,2.0
2019-04-19,AGBARA 33,14.0,170.8,Industrial,Friday,4,0,5.0
2019-04-20,AGBARA 33,14.0,170.6,Industrial,Saturday,4,1,14.0
2019-04-21,AGBARA 33,6.0,73.1,Industrial,Sunday,4,1,14.0
2019-04-22,AGBARA 33,7.0,93.3,Industrial,Monday,4,0,6.0
2019-04-23,AGBARA 33,14.0,183.4,Industrial,Tuesday,4,0,7.0
2019-04-24,AGBARA 33,18.0,250.0,Industrial,Wednesday,4,0,14.0
2019-04-25,AGBARA 33,18.0,248.59999999999997,Industrial,Thursday,4,0,18.0
2019-04-26,AGBARA 33,5.0,67.5,Industrial,Friday,4,0,18.0
2019-04-27,AGBARA 33,5.0,15.5,Industrial,Saturday,4,1,5.0
2019-04-28,AGBARA 33,22.0,96.89999999999999,Industrial,Sunday,4,1,5.0
2019-04-29,AGBARA 33,20.0,233.00000000000003,Industrial,Monday,4,0,22.0
2019-04-30,AGBARA 33,16.0,219.5,Industrial,Tuesday,4,0,20.0
2019-05-01,AGBARA 33,7.0,86.3,Industrial,Wednesday,5,0,16.0
2019-05-02,AGBARA 33,11.0,148.6,Industrial,Thursday,5,0,7.0
2019-05-03,AGBARA 33,6.0,79.3,Industrial,Friday,5,0,11.0
2019-05-04,AGBARA 33,0.0,0.0,Industrial,Saturday,5,1,6.0
2019-05-05,AGBARA 33,3.0,39.4,Industrial,Sunday,5,1,0.0
2019-05-06,AGBARA 33,9.0,102.5,Industrial,Monday,5,0,3.0
2019-05-07,AGBARA 33,11.0,154.60000000000002,Industrial,Tuesday,5,0,9.0
2019-05-08,AGBARA 33,14.0,188.9,Industrial,Wednesday,5,0,11.0
2019-05-09,AGBARA 33,7.0,92.3,Industrial,Thursday,5,0,14.0
2019-05-10,AGBARA 33,19.0,251.1,Industrial,Friday,5,0,7.0
2019-05-11,AGBARA 33,24.0,326.29999999999995,Industrial,Saturday,5,1,19.0
2019-05-12,AGBARA 33,14.0,183.39999999999998,Industrial,Sunday,5,1,24.0
2019-05-13,AGBARA 33,9.0,115.3,Industrial,Monday,5,0,14.0
2019-05-14,AGBARA 33,14.0,179.39999999999998,Industrial,Tuesday,5,0,9.0
2019-05-15,AGBARA 33,3.0,34.3,Industrial,Wednesday,5,0,14.0
2019-05-16,AGBARA 33,0.0,0.0,Industrial,Thursday,5,0,3.0
2019-05-17,AGBARA 33,2.0,28.5,Industrial,Friday,5,0,0.0
2019-05-18,AGBARA 33,19.0,255.99999999999994,Industrial,Saturday,5,1,2.0
2019-05-19,AGBARA 33,11.0,146.3,Industrial,Sunday,5,1,19.0
2019-05-20,AGBARA 33,15.0,182.00000000000003,Industrial,Monday,5,0,11.0
2019-05-21,AGBARA 33,11.0,139.2,Industrial,Tuesday,5,0,15.0
2019-05-22,AGBARA 33,7.0,100.7,Industrial,Wednesday,5,0,11.0
2019-05-23,AGBARA 33,19.0,238.89999999999998,Industrial,Thursday,5,0,7.0
2019-05-24,AGBARA 33,16.0,192.99999999999997,Industrial,Friday,5,0,19.0
2019-05-25,AGBARA 33,5.0,58.8,Industrial,Saturday,5,1,16.0
2019-05-26,AGBARA 33,14.0,186.1,Industrial,Sunday,5,1,5.0
2019-05-27,AGBARA 33,18.0,215.19999999999993,Industrial,Monday,5,0,14.0
2019-05-28,AGBARA 33,10.0,131.5,Industrial,Tuesday,5,0,18.0
2019-05-29,AGBARA 33,24.0,321.90000000000003,Industrial,Wednesday,5,0,10.0
2019-05-30,AGBARA 33,20.0,251.40000000000003,Industrial,Thursday,5,0,24.0
2019-05-31,AGBARA 33,24.0,290.0000000000001,Industrial,Friday,5,0,20.0
2019-06-01,AGBARA 33,7.0,79.5,Industrial,Saturday,6,1,24.0
2019-06-02,AGBARA 33,14.0,172.29999999999998,Industrial,Sunday,6,1,7.0
2019-06-03,AGBARA 33,12.0,157.0,Industrial,Monday,6,0,14.0
2019-06-04,AGBARA 33,24.0,320.70000000000005,Industrial,Tuesday,6,0,12.0
2019-06-05,AGBARA 33,17.0,218.60000000000002,Industrial,Wednesday,6,0,24.0
2019-06-06,AGBARA 33,6.0,71.4,Industrial,Thursday,6,0,17.0
2019-06-07,AGBARA 33,10.0,134.10000000000002,Industrial,Friday,6,0,6.0
2019-06-08,AGBARA 33,20.0,259.1,Industrial,Saturday,6,1,10.0
2019-06-09,AGBARA 33,12.0,159.7,Industrial,Sunday,6,1,20.0
2019-06-10,AGBARA 33,0.0,0.0,Industrial,Monday,6,0,12.0
2019-06-11,AGBARA 33,0.0,0.0,Industrial,Tuesday,6,0,0.0
2019-06-12,AGBARA 33,0.0,0.0,Industrial,Wednesday,6,0,0.0
2019-06-13,AGBARA 33,0.0,0.0,Industrial,Thursday,6,0,0.0
2019-06-14,AGBARA 33,0.0,0.0,Industrial,Friday,6,0,0.0
2019-06-15,AGBARA 33,0.0,0.0,Industrial,Saturday,6,1,0.0
2019-06-16,AGBARA 33,3.0,43.900000000000006,Industrial,Sunday,6,1,0.0
2019-06-17,AGBARA 33,1.0,10.8,Industrial,Monday,6,0,3.0
2019-06-18,AGBARA 33,8.0,99.89999999999999,Industrial,Tuesday,6,0,1.0
2019-06-19,AGBARA 33,17.0,210.1,Industrial,Wednesday,6,0,8.0
2019-06-20,AGBARA 33,1.0,10.5,Industrial,Thursday,6,0,17.0
2019-06-21,AGBARA 33,15.0,186.7,Industrial,Friday,6,0,1.0
2019-06-22,AGBARA 33,2.0,30.1,Industrial,Saturday,6,1,15.0
2019-06-23,AGBARA 33,11.0,145.8,Industrial,Sunday,6,1,2.0
2019-06-24,AGBARA 33,19.0,202.40000000000003,Industrial,Monday,6,0,11.0
2019-06-25,AGBARA 33,0.0,0.0,Industrial,Tuesday,6,0,19.0
2019-06-26,AGBARA 33,6.0,80.9,Industrial,Wednesday,6,0,0.0
2019-06-27,AGBARA 33,0.0,0.0,Industrial,Thursday,6,0,6.0
2019-06-28,AGBARA 33,0.0,0.0,Industrial,Friday,6,0,0.0
2019-06-29,AGBARA 33,0.0,0.0,Industrial,Saturday,6,1,0.0
2019-06-30,AGBARA 33,2.0,23.6,Industrial,Sunday,6,1,0.0
2019-07-01,AGBARA 33,16.0,186.3,Industrial,Monday,7,0,2.0
2019-07-02,AGBARA 33,2.0,26.0,Industrial,Tuesday,7,0,16.0
2019-07-03,AGBARA 33,14.0,175.2,Industrial,Wednesday,7,0,2.0
2019-07-04,AGBARA 33,14.0,176.1,Industrial,Thursday,7,0,14.0
2019-07-05,AGBARA 33,1.0,11.8,Industrial,Friday,7,0,14.0
2019-07-06,AGBARA 33,24.0,303.8,Industrial,Saturday,7,1,1.0
2019-07-07,AGBARA 33,9.0,103.89999999999999,Industrial,Sunday,7,1,24.0
2019-07-08,AGBARA 33,0.0,0.0,Industrial,Monday,7,0,9.0
2019-07-09,AGBARA 33,13.0,152.29999999999998,Industrial,Tuesday,7,0,0.0
2019-07-10,AGBARA 33,0.0,0.0,Industrial,Wednesday,7,0,13.0
2019-07-11,AGBARA 33,2.0,24.9,Industrial,Thursday,7,0,0.0
2019-07-12,AGBARA 33,12.0,153.2,Industrial,Friday,7,0,2.0
2019-07-13,AGBARA 33,12.0,140.2,Industrial,Saturday,7,1,12.0
2019-07-14,AGBARA 33,0.0,0.0,Industrial,Sunday,7,1,12.0
2019-07-15,AGBARA 33,3.0,31.700000000000003,Industrial,Monday,7,0,0.0
2019-07-16,AGBARA 33,11.0,131.7,Industrial,Tuesday,7,0,3.0
2019-07-17,AGBARA 33,14.0,167.89999999999995,Industrial,Wednesday,7,0,11.0
2019-07-18,AGBARA 33,3.0,38.7,Industrial,Thursday,7,0,14.0
2019-07-19,AGBARA 33,15.0,173.8,Industrial,Friday,7,0,3.0
2019-07-20,AGBARA 33,19.0,221.70000000000005,Industrial,Saturday,7,1,15.0
2019-07-21,AGBARA 33,14.0,175.0,Industrial,Sunday,7,1,19.0
2019-07-22,AGBARA 33,18.0,202.1,Industrial,Monday,7,0,14.0
2019-07-23,AGBARA 33,19.0,231.09999999999997,Industrial,Tuesday,7,0,18.0
2019-07-24,AGBARA 33,19.0,211.79999999999995,Industrial,Wednesday,7,0,19.0
2019-07-25,AGBARA 33,0.0,0.0,Industrial,Thursday,7,0,19.0
2019-07-26,AGBARA 33,1.0,11.7,Industrial,Friday,7,0,0.0
2019-07-27,AGBARA 33,15.0,178.39999999999998,Industrial,Saturday,7,1,1.0
2019-07-28,AGBARA 33,22.0,263.5,Industrial,Sunday,7,1,15.0
2019-07-29,AGBARA 33,12.0,138.6,Industrial,Monday,7,0,22.0
2019-07-30,AGBARA 33,0.0,0.0,Industrial,Tuesday,7,0,12.0
2019-07-31,AGBARA 33,0.0,0.0,Industrial,Wednesday,7,0,0.0
2019-08-01,AGBARA 33,0.0,0.0,Industrial,Thursday,8,0,0.0
2019-08-02,AGBARA 33,11.0,122.3,Industrial,Friday,8,0,0.0
2019-08-03,AGBARA 33,24.0,303.4,Industrial,Saturday,8,1,11.0
2019-08-04,AGBARA 33,24.0,285.4,Industrial,Sunday,8,1,24.0
2019-08-05,AGBARA 33,20.0,247.7,Industrial,Monday,8,0,24.0
2019-08-06,AGBARA 33,9.0,26.200000000000003,Industrial,Tuesday,8,0,20.0
2019-08-07,AGBARA 33,21.0,49.699999999999996,Industrial,Wednesday,8,0,9.0
2019-08-08,AGBARA 33,17.0,53.39999999999999,Industrial,Thursday,8,0,21.0
2019-08-09,AGBARA 33,6.0,84.2,Industrial,Friday,8,0,17.0
2019-08-10,AGBARA 33,22.0,272.70000000000005,Industrial,Saturday,8,1,6.0
2019-08-11,AGBARA 33,22.0,260.00000000000006,Industrial,Sunday,8,1,22.0
2019-08-12,AGBARA 33,24.0,285.2,Industrial,Monday,8,0,22.0
2019-08-13,AGBARA 33,24.0,293.5999999999999,Industrial,Tuesday,8,0,24.0
2019-08-14,AGBARA 33,24.0,284.40000000000003,Industrial,Wednesday,8,0,24.0
2019-08-15,AGBARA 33,8.0,103.1,Industrial,Thursday,8,0,24.0
2019-08-16,AGBARA 33,20.0,247.2,Industrial,Friday,8,0,8.0
2019-08-17,AGBARA 33,21.0,255.2,Industrial,Saturday,8,1,20.0
2019-08-18,AGBARA 33,21.0,261.3,Industrial,Sunday,8,1,21.0
2019-08-19,AGBARA 33,21.0,234.70000000000002,Industrial,Monday,8,0,21.0
2019-08-20,AGBARA 33,7.0,77.7,Industrial,Tuesday,8,0,21.0
2019-08-21,AGBARA 33,22.0,269.6,Industrial,Wednesday,8,0,7.0
2019-08-22,AGBARA 33,14.0,165.8,Industrial,Thursday,8,0,22.0
2019-08-23,AGBARA 33,10.0,114.8,Industrial,Friday,8,0,14.0
2019-08-24,AGBARA 33,0.0,0.0,Industrial,Saturday,8,1,10.0
2019-08-25,AGBARA 33,17.0,218.2,Industrial,Sunday,8,1,0.0
2019-08-26,AGBARA 33,22.0,262.7,Industrial,Monday,8,0,17.0
2019-08-27,AGBARA 33,24.0,296.4,Industrial,Tuesday,8,0,22.0
2019-08-28,AGBARA 33,22.0,259.40000000000003,Industrial,Wednesday,8,0,24.0
2019-08-29,AGBARA 33,22.0,275.09999999999997,Industrial,Thursday,8,0,22.0
2019-08-30,AGBARA 33,7.0,78.0,Industrial,Friday,8,0,22.0
2019-08-31,AGBARA 33,0.0,0.0,Industrial,Saturday,8,1,7.0
2019-09-01,AGBARA 33,7.0,20.3,Industrial,Sunday,9,1,0.0
2019-09-02,AGBARA 33,2.0,4.1,Industrial,Monday,9,0,7.0
2019-09-03,AGBARA 33,9.0,28.900000000000002,Industrial,Tuesday,9,0,2.0
2019-09-04,AGBARA 33,4.0,9.2,Industrial,Wednesday,9,0,9.0
2019-09-05,AGBARA 33,1.0,12.5,Industrial,Thursday,9,0,4.0
2019-09-06,AGBARA 33,20.0,258.5,Industrial,Friday,9,0,1.0
2019-09-07,AGBARA 33,15.0,177.40000000000003,Industrial,Saturday,9,1,20.0
2019-09-08,AGBARA 33,22.0,272.40000000000003,Industrial,Sunday,9,1,15.0
2019-09-09,AGBARA 33,16.0,185.4,Industrial,Monday,9,0,22.0
2019-09-10,AGBARA 33,0.0,0.0,Industrial,Tuesday,9,0,16.0
2019-09-11,AGBARA 33,1.0,11.7,Industrial,Wednesday,9,0,0.0
2019-09-12,AGBARA 33,6.0,71.6,Industrial,Thursday,9,0,1.0
2019-09-13,AGBARA 33,8.0,23.900000000000002,Industrial,Friday,9,0,6.0
2019-09-14,AGBARA 33,19.0,47.599999999999994,Industrial,Saturday,9,1,8.0
2019-09-15,AGBARA 33,24.0,55.500000000000014,Industrial,Sunday,9,1,19.0
2019-09-16,AGBARA 33,16.0,79.60000000000001,Industrial,Monday,9,0,24.0
2019-09-17,AGBARA 33,13.0,163.0,Industrial,Tuesday,9,0,16.0
2019-09-18,AGBARA 33,2.0,20.8,Industrial,Wednesday,9,0,13.0
2019-09-19,AGBARA 33,4.0,41.8,Industrial,Thursday,9,0,2.0
2019-09-20,AGBARA 33,18.0,218.20000000000002,Industrial,Friday,9,0,4.0
2019-09-21,AGBARA 33,19.0,218.99999999999994,Industrial,Saturday,9,1,18.0
2019-09-22,AGBARA 33,5.0,54.5,Industrial,Sunday,9,1,19.0
2019-09-23,AGBARA 33,12.0,138.10000000000002,Industrial,Monday,9,0,5.0
2019-09-24,AGBARA 33,20.0,210.79999999999998,Industrial,Tuesday,9,0,12.0
2019-09-25,AGBARA 33,16.0,161.79999999999998,Industrial,Wednesday,9,0,20.0
2019-09-26,AGBARA 33,0.0,0.0,Industrial,Thursday,9,0,16.0
2019-09-27,AGBARA 33,12.0,152.70000000000002,Industrial,Friday,9,0,0.0
2019-09-28,AGBARA 33,5.0,46.099999999999994,Industrial,Saturday,9,1,12.0
2019-09-29,AGBARA 33,0.0,0.0,Industrial,Sunday,9,1,5.0
2019-09-30,AGBARA 33,2.0,23.0,Industrial,Monday,9,0,0.0
2019-10-01,AGBARA 33,8.0,84.89999999999999,Industrial,Tuesday,10,0,2.0
2019-10-02,AGBARA 33,1.0,10.0,Industrial,Wednesday,10,0,8.0
2019-10-03,AGBARA 33,17.0,182.70000000000005,Industrial,Thursday,10,0,1.0
2019-10-04,AGBARA 33,24.0,271.3,Industrial,Friday,10,0,17.0
2019-10-05,AGBARA 33,24.0,269.9,Industrial,Saturday,10,1,24.0
2019-10-06,AGBARA 33,24.0,258.2,Industrial,Sunday,10,1,24.0
2019-10-07,AGBARA 33,24.0,243.10000000000002,Industrial,Monday,10,0,24.0
2019-10-08,AGBARA 33,10.0,101.19999999999999,Industrial,Tuesday,10,0,24.0
2019-10-09,AGBARA 33,24.0,263.6,Industrial,Wednesday,10,0,10.0
2019-10-10,AGBARA 33,13.0,146.79999999999995,Industrial,Thursday,10,0,24.0
2019-10-11,AGBARA 33,0.0,0.0,Industrial,Friday,10,0,13.0
2019-10-12,AGBARA 33,0.0,0.0,Industrial,Saturday,10,1,0.0
2019-10-13,AGBARA 33,5.0,63.1,Industrial,Sunday,10,1,0.0
2019-10-14,AGBARA 33,15.0,174.20000000000002,Industrial,Monday,10,0,5.0
2019-10-15,AGBARA 33,24.0,266.2,Industrial,Tuesday,10,0,15.0
2019-10-16,AGBARA 33,24.0,266.4999999999999,Industrial,Wednesday,10,0,24.0
2019-10-17,AGBARA 33,20.0,205.9,Industrial,Thursday,10,0,24.0
2019-10-18,AGBARA 33,8.0,94.3,Industrial,Friday,10,0,20.0
2019-10-19,AGBARA 33,0.0,0.0,Industrial,Saturday,10,1,8.0
2019-10-20,AGBARA 33,9.0,103.8,Industrial,Sunday,10,1,0.0
2019-10-21,AGBARA 33,0.0,0.0,Industrial,Monday,10,0,9.0
2019-10-22,AGBARA 33,9.0,112.7,Industrial,Tuesday,10,0,0.0
2019-10-23,AGBARA 33,3.0,38.4,Industrial,Wednesday,10,0,9.0
2019-10-24,AGBARA 33,1.0,10.1,Industrial,Thursday,10,0,3.0
2019-10-25,AGBARA 33,21.0,232.49999999999997,Industrial,Friday,10,0,1.0
2019-10-26,AGBARA 33,20.0,207.2,Industrial,Saturday,10,1,21.0
2019-10-27,AGBARA 33,0.0,0.0,Industrial,Sunday,10,1,20.0
2019-10-28,AGBARA 33,3.0,30.3,Industrial,Monday,10,0,0.0
2019-10-29,AGBARA 33,6.0,50.10000000000001,Industrial,Tuesday,10,0,3.0
2019-10-30,AGBARA 33,1.0,9.5,Industrial,Wednesday,10,0,6.0
2019-10-31,AGBARA 33,22.0,235.79999999999995,Industrial,Thursday,10,0,1.0
2019-11-01,AGBARA 33,14.0,145.3,Industrial,Friday,11,0,22.0
2019-11-02,AGBARA 33,4.0,44.3,Industrial,Saturday,11,1,14.0
2019-11-03,AGBARA 33,24.0,278.19999999999993,Industrial,Sunday,11,1,4.0
2019-11-04,AGBARA 33,14.0,157.39999999999998,Industrial,Monday,11,0,24.0
2019-11-05,AGBARA 33,1.0,12.3,Industrial,Tuesday,11,0,14.0
2019-11-06,AGBARA 33,23.0,275.9,Industrial,Wednesday,11,0,1.0
2019-11-07,AGBARA 33,13.0,160.1,Industrial,Thursday,11,0,23.0
2019-11-08,AGBARA 33,10.0,119.69999999999999,Industrial,Friday,11,0,13.0
2019-11-09,AGBARA 33,3.0,38.4,Industrial,Saturday,11,1,10.0
2019-11-10,AGBARA 33,0.0,0.0,Industrial,Sunday,11,1,3.0
2019-11-11,AGBARA 33,3.0,27.8,Industrial,Monday,11,0,0.0
2019-11-12,AGBARA 33,24.0,265.4,Industrial,Tuesday,11,0,3.0
2019-11-13,AGBARA 33,18.0,212.90000000000003,Industrial,Wednesday,11,0,24.0
2019-11-14,AGBARA 33,1.0,13.5,Industrial,Thursday,11,0,18.0
2019-11-15,AGBARA 33,21.0,255.89999999999998,Industrial,Friday,11,0,1.0
2019-11-16,AGBARA 33,3.0,39.2,Industrial,Saturday,11,1,21.0
2019-11-17,AGBARA 33,16.0,196.10000000000002,Industrial,Sunday,11,1,3.0
2019-11-18,AGBARA 33,23.0,262.8,Industrial,Monday,11,0,16.0
2019-11-19,AGBARA 33,9.0,26.0,Industrial,Tuesday,11,0,23.0
2019-11-20,AGBARA 33,24.0,57.2,Industrial,Wednesday,11,0,9.0
2019-11-21,AGBARA 33,23.0,57.6,Industrial,Thursday,11,0,24.0
2019-11-22,AGBARA 33,0.0,0.0,Industrial,Friday,11,0,23.0
2019-11-23,AGBARA 33,2.0,23.4,Industrial,Saturday,11,1,0.0
2019-11-24,AGBARA 33,16.0,209.9,Industrial,Sunday,11,1,2.0
2019-11-25,AGBARA 33,16.0,188.39999999999998,Industrial,Monday,11,0,16.0
2019-11-26,AGBARA 33,14.0,152.5,Industrial,Tuesday,11,0,16.0
